id,screen_name
79390918,rodrigoalj1
920481035405717504,arnoldo_lamas
1276315356,pattucce
1646369712,Mecanichile
139112847,Sergio_HRG
558055942,rarriagadaa
66054275,hivipova
300597289,comercialtyt
80330204,diwo82
882437419680792576,Myritaurors
703800692834754560,RubilarWilda
78755525,jpherrerao
145257171,carrascotamara
855851204294955009,ftlagos
914916960613388289,CteFrodo_
912087592304291842,Claudio19237820
161033383,gorellana1977
919583369075228672,patrickplotter
915898953119485952,supermarmota22
354004014,maurocv
151070474,fehrenfeldm
833518162964541440,YisusKuraitsu
920480330955489280,rosa_manosalva
120635515,hcastroh
1921597410,juanisimo1983
121649698,EliasParadaB
789666550223699972,Alarcon_panzer
1262986382,juanreyesmuoz2
916151650523451392,pacha_farah
497500951,Karen_URC
919942674060374022,FootGlobalChile
450758959,carolinabeheran
877566892365545477,jlpradocastillo
118569353,miojaures
301459383,anaile319
920480646971232256,Carolin70126353
803783532833337345,JandiiL
122009701,JavieraGomezG
920480869898432512,andressuazo5
788212552895459328,RodrigoDiaz_L
33699401,rodrimaul
104657278,gaboina
120937837,PaoZaror
3333557068,arl_role
857756808462684160,RaulRom96744746
366930348,HPMO2017
267408322,Dubytwit
82872781,Franbeleco
4050577822,anisol_anita
2954177590,garcia_bust
55285380,_nico_97
77230319,rtacchi
159704024,miguelinfeld
488953964,gutierrezm_luis
753038013341589504,CamilaLevio7
920478308034375685,Dardanett
920479084387405825,PaolaVargasL2
920478483536601093,CrisToro4
1322617237,pazlolaa
49528829,jogs__
179242454,jabarrientoss
3028299004,katerinelmr
920477394133307392,marialoretogt
119023139,a_frey_b
2882075618,AlaluzdelaB
138608326,RAULMORENOVI
864316582524313601,AInvestigac
883906189549023232,kari_msm
52623065,dandresa
1862170958,BerriosRod
93475461,labbetalao
1117628762,CristinaUrraR
2497752233,lanita_ramos
id,screen_name
211531749,acfilo
911346900846116865,Tandres233
2906063653,Sepu_Andy
181748613,VERYEN
916828028579319808,krlitos961810
109960856,DanielRojasQ
1055038543,andyfvn
613890433,mibolka
2742727156,GasecurityS
920476277034962945,Alejandra162010
1333196785,yinius29
920476425681022979,Javi_FX
84237750,Pipe_32
718393848490246146,Carmona9Ingrid
824318612701855744,BernarditaPara2
1467626569,BetoPadilla8
706236659881398272,Migsi67
3149786043,diernan7
1849502724,Bejaranest
210180309,hectorclaro
52939528,DanytaRock
920474009451532289,clubjuansuprem4
3680607377,epuschelk
277619213,purotalento74
1342104840,mosanla
456228966,Carlosher56C
703727896,fent3619
600731805,edy80473403
19477479,FernandoGravert
2727853258,ErnestorafaelCm
339075465,fenukiss
162205779,paola_silvina
76733696,ConiCiocca
195725934,impresions
105199825,gmuratti
916846307872051202,Ingrid91544368
3669901217,KathyPrudant
2477793093,fischerrojas
186611721,SCHOLEDAD
553555808,luis_rojas_a
1905050827,lorettodf
920471045559214081,Urbansantiago2
882657274216501248,RenatoM333
920004592255062016,manureyespi
920469057261985792,_dex_tru_tor_
350533640,Anirak_Sumel
920468634975264768,sebas198415
920468588846338048,RosaElenaNavar9
920468288987070471,RodrigoAgurto2
561810636,AdrianActitud
57861507,GaboSeh
1035916237,XxZullyXx
3911530018,AnthonyP_y_A
166218009,claudio181
88046791,jaleivam
878229036,andreaportino
920464444290949120,SergioA05216553
915766380712034304,huachiminga_t
333021532,coyanedell
743282538882404352,alfdihmes
909786910540926977,MiguelB45185970
3214850086,seba4722
920458569123852288,encina_rosario
462009690,SFCont
2701954258,JHadwa
545213265,juancri_c
920457401744142336,MariaTeresaPob6
920457165592293376,Claudio23886038
186221487,tristan732
33678154,diazvaldes
548849960,AgroAnibal
185419314,Noi_X
920453350294020098,Tomaspinedo13
108347785,BRISIMA
888977768712724481,jlastete
920451504296857600,JeanPaulEscalo1
701006388,SaraSfc90
920450295955587073,JaimeLuengo4
804815826,mdebaeremaecker
920449737362477056,KarlaMirandaCh1
24939324,Manurru11
14186932,JotaRodriguez
920449021092814848,EmilioMoises8
920411383979577344,Constan14362675
3325453517,AtonioVergara
803718044874838016,DavidMo00793812
920445371599421440,MiguelMM1953
356652177,ogrusabrelatas
920445843525767168,Jose37770336
877031979836985344,CAIZ61595056
920443395604123653,claricealley355
920444545636143104,GabrielAraned13
913928257824751616,wuxJpwZjZUlXLUB
347542473,eguntherm
2791187705,alej_zg
920436566169972736,AlfonsoCarcamo4
856923708191121408,crilopar
865568871524257793,waldo_vidal
920439090973159424,Carolin68218960
710360481236697089,milenkosaint
id,screen_name
920436260774301704,Marcelo95535404
1365571273,pablonieto1968
536836265,Art_Deco_Boy
920434919934963713,Wesley07053455
920434591235821571,Marcelo75679976
920434113299050496,AlexiaGallard12
920434251790798849,Oscar43645760
920433900698177536,Alejand08168080
920431032322740224,jp_manriquez
920432537813573632,Karlito73004565
920431742670000128,Leomolygh
920431243984072704,Noemigkgg
1154726659,carloz1962
920430682991661057,coniwiisUwU
199550198,ninaymarti
920430578993901568,Maiquel07547010
920429872576638977,Adrin91726639
742903407011344384,eduardopino1976
405145341,latita2012
920425783637790720,xavie81324037
722711808,ErgoHatter
916731400862265344,Diego_Villouta
1542479798,mauromoralesu
2686345885,Felix19Munoz
118779676,jgarrido91
715416696,AmeliaEsquivel1
462610514,Edu_163
863238654428418050,Wilmerlaur
146962250,SebastiansOr
920419030401474561,Rudolf0077
1448019932,luisfid43268999
844688447101190144,Boykamedink
118694700,jolabo1
919738995520757760,JulianVelacho
920410992709984257,MariaAr06559739
65091686,Hija_delDemonio
920408663084486656,RealJoseJaime
920409510010908672,CariagaGodoy
28467121,Jarpamatias
920405860853125122,Mitchell2709
920407166489649152,AngyAmigo
2264460074,clementec99
920406685335851008,MatamalaReyes
1686398065,boritox
920404954124255234,Antonio35215645
1281122732,RomanLagazzi
636740091,sandy_loreto
741856320,javier__sg
920403128658391045,VictorR54086018
920402431636377600,SergioCordovaiq
920401945810137088,MicaelaRoxany
129576162,CMiquel_
920401110204059652,SaurioKote
920398580908687360,5trangerr
264464824,alejandro0762
55815492,camilosoza
920394622060425216,SantizOtilio
3730729108,olivares_rulito
4794855372,CyndiRomero2
790248267904876544,elvascogoni
585988001,NicoRuedi
920394115715686400,MariaJo20008291
920394099542364160,JuanMan86786232
1496832350,cami_fernndez
2813624640,BoyeroRamiro
920392806144856064,lokillo_661
2317607102,AlejandraMBR
920390697802493957,AylinMunozpalma
920390853184704514,rastraeclavos
764826885578776581,ojosdete
123616167,ehernandezds
920388650457812993,Esteban57105557
708278004,cconcha1978
920388434224730112,militajosefita
540209852,maykelmendoza
897737785658003456,TavoTazo
920387390715330560,6uy15
849727431598522368,DanielChessSA
920384330815496192,MarceloDV1973
245201976,AnnetteSSierra
1465572972,ignaciofq1977
415107281,CarlosSantibae4
880177238544658432,ErwinTapia6
310069434,zepeliano
920377661968568321,hueca_angelina
916434904812056579,carvajal_herman
846364207851454464,Dgales4
65921112,gustarevaloc92
4179071349,karyto_001
920373889716379648,DMolina1205
920370504023859201,gabler_sury
920372232307822592,PIZZAIOLOSTRAT
147273497,Alexas_Vaca
3424737783,Sami_bro_
881263598,gctorresb
872142140540846080,SilviaAlanoca4
843446003155918848,lasserremary
920364651447291904,hdczwssrxlvdqb1
76633883,Nicolassimpson
537289195,j0rge1982
id,screen_name
916358020128526336,Maurici80097549
920357022910046208,NormaDe46042143
116959790,GaboHanzo
217475637,danielgandara2
125452557,ibaboun
3355424422,ParadaPatr
911815300785541120,NikoLepio
920356632403595264,Caetearespinosa
161327473,mario_artus
920247826382192640,pameflopurpura
920355190825418757,JavierDeplovent
2195911492,AlanHuenuqueo
1905573348,nauticaldrex
189242362,harfgp
920345404474052608,YalivanRey
920346244484157441,AlcaldeHCiganda
920348306341015552,alexiiss9971
920348048957550595,MelissabetM
714828323780751360,IsaiasVilGue
920342810691358720,William00852467
336868527,gerardopugaford
920340474547855360,SYALIVANREY
920337456431550464,khardeliacardoz
19274903,PatricioAndres
901120889823088640,Paula69630866
920336887780446208,S_Casa65
920335492830433281,henriettegould1
879830984010719232,Marcelo92257722
920335652515975168,Mauri94924323
913728984797597697,Nikoceatolei1
920333203147247616,GerardoRojasDu1
784973771799195648,filippojaja
64856317,OscarCalderonF
724760930781900801,mirna_barra
1624475246,11Inti
909955037937508354,TappiaPatrick
920308269813551105,yefegroff
2163965850,AntonioEC_K
920326791230902277,MtisGarrido
801849837104877568,renatoloyolam
920323747403517953,INMOGAS_ltda
920325083876470787,Edoramozz
920321713358983171,TeresaT36886463
920321525730902022,asdkyeps869
813120017919307778,ovejanegraunico
920320526018637824,CoffeKingSv
916807650444238848,GAnticoy
920316253922889730,CarlosAlvarezB7
3076297949,weatherly_sc
918963306215460865,LasOtrasRadio
920314980834205696,ClaraLo61024170
920313790922620929,PabloAndres207
73235509,maurorod
916821327985676289,RescaNahir
38996916,renacard
827940272675889154,david_egana
366816927,SIR_FE
920303306609741824,CapitanGinyu
428921522,aurangam
750372549247266820,Canis_LupusJS
920307702248693760,Jenny71530049
903573397350862849,Xariasi1
66920233,tleonm
884925064143151105,SergioOssaG1
373024798,janocatapadi
920286456270282752,Lamasbella25Mas
786217448747827200,verajcrumblyzq2
854390923152822273,Schwung97
824279321254694912,luis_jeneral
590261325,alfredobascur2
3394589159,fragavipe
194431279,PanchoMartinezP
371855258,CarolinaMardini
920295701577371648,Geyi19
920293258638524416,tluwxtcjjui1931
920294096161464321,SergioEriqueGo2
286221873,AndresGutierr37
920293383662391296,BruzzoStefano
2729602089,ramma666
32593154,drmemo
1390851056,pablocruz78
920287070890921986,schaconsoto06
3440591175,regaza_spa
436184117,sebastianorell5
153483500,vicentevicuna
920278194338529280,chelo_toro
1719967771,Rodrigo69146932
920272393473585152,Gabriel11546492
919291425359060992,brenda_llusco
825188881,gusanotron
920136522086699008,YnesSanc
104490386,AnytaVasquez
907995564977074176,BrahimCarolina
397217769,nejo_21
162130214,v_meersohn
920267915978473472,PabloLa30811345
905795982566113280,Sergio12695654
920260584003833856,Jotapezeta88
182136861,RocioVeraC_
248752658,blondark
id,screen_name
711305636861120512,abelfernando396
769890483871092737,RaimillaBeatriz
311236560,maritza_con_s
86564039,JAVIER_WALLS
2721094383,patricioradema1
17013145,FranGaete
4004211737,obrequejorge1
711745879,AndreaFuentesA
251641000,nelsonbravosori
308470081,Claudiaxvs
408919559,felipenations
128020665,rodrigohortiz
